Dataset,Feature,Extreme_Type,Values,SubjectIDs
PTB-XL,ST_Elev_aVL_iqr,Top 20,"3.81, 3.69, 3.6625, 3.58, 3.5175, 3.32, 3.28, 3.2025, 3.1625, 3.0875, 3.0525, 3.03, 2.99, 2.975, 2.95, 2.89, 2.8725, 2.855, 2.7075, 2.7","7716, 18119, 6917, 6606, 621, 20248, 8651, 8582, 9241, 836, 13258, 17999, 7145, 7705, 21384, 20243, 2607, 12827, 19301, 7576"
PTB-XL,ST_Elev_aVL_iqr,Bottom 20,"0.0, 0.005, 0.0075, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0125, 0.0125, 0.0125, 0.015, 0.015, 0.0175, 0.0175, 0.0175","7846, 4975, 19933, 21250, 4496, 10003, 1772, 4209, 7510, 15582, 15811, 20423, 11981, 21517, 2227, 2992, 19269, 5746, 6630, 6889"
PTB-XL,ST_Elev_aVR,Top 20,"2.89, 2.89, 2.805, 2.5, 2.45, 2.215, 2.21, 2.19, 2.125, 2.085, 1.92, 1.915, 1.9, 1.87, 1.85, 1.8, 1.79, 1.79, 1.72, 1.72","738, 11894, 9951, 18769, 11662, 2104, 18438, 807, 16619, 2042, 4270, 19927, 3947, 19976, 7118, 8575, 544, 14355, 12587, 15906"
PTB-XL,ST_Elev_aVR,Bottom 20,"-2.83, -2.83, -2.81, -2.78, -2.76, -2.74, -2.69, -2.66, -2.61, -2.595, -2.59, -2.49, -2.445, -2.38, -2.35, -2.29, -2.265, -2.2, -2.16, -2.0","1456, 15672, 12993, 20309, 20604, 6576, 12891, 23, 7304, 20694, 13855, 14130, 21224, 13853, 17640, 4292, 17818, 21784, 15318, 19519"
PTB-XL,ST_Elev_aVR_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 12988, 13130"
PTB-XL,ST_Elev_aVR_count,Bottom 20,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","9, 21, 27, 42, 46, 57, 59, 61, 62, 76, 81, 82, 85, 92, 99, 104, 107, 109, 116, 120"
PTB-XL,ST_Elev_aVR_iqr,Top 20,"3.86, 3.61, 3.555, 3.475, 3.21, 3.2, 3.1825, 3.0625, 3.015, 2.99, 2.9475, 2.94, 2.93, 2.93, 2.93, 2.925, 2.905, 2.9, 2.885, 2.8825","19539, 4228, 20254, 4292, 20506, 19932, 4568, 16619, 3454, 17862, 16668, 21428, 8867, 11244, 13803, 191, 17447, 5152, 6145, 2670"
PTB-XL,ST_Elev_aVR_iqr,Bottom 20,"0.0, 0.0025, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0125, 0.0125","14854, 8530, 1303, 2291, 3155, 11236, 17511, 19621, 1276, 7510, 7592, 8902, 10136, 11732, 14369, 15240, 17774, 19989, 20016, 4945"
PTB-XL,S_Amp_V1,Top 20,"4.78, 1.485, 1.43, 1.34, 1.17, 1.11, 0.96, 0.955, 0.945, 0.94, 0.9, 0.885, 0.88, 0.88, 0.85, 0.84, 0.83, 0.83, 0.82, 0.8","4753, 2840, 14941, 11500, 17571, 3777, 9061, 5615, 17782, 18602, 10266, 17282, 7897, 12481, 6684, 11485, 7603, 12714, 11733, 18180"
PTB-XL,S_Amp_V1,Bottom 20,"-2.27, -2.025, -1.97, -1.71, -1.6, -1.58, -1.54, -1.47, -1.435, -1.425, -1.42, -1.385, -1.38, -1.34, -1.335, -1.29, -1.29, -1.28, -1.28, -1.275","8620, 8581, 1986, 15822, 11095, 17041, 15681, 17989, 11288, 11208, 11334, 15576, 20832, 12571, 9628, 6382, 18499, 5504, 17270, 6895"
PTB-XL,S_Amp_V1_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,S_Amp_V1_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,S_Amp_V1_iqr,Top 20,"5.585, 3.715, 2.295, 2.165, 2.1, 1.87, 1.81, 1.7, 1.67, 1.635, 1.54, 1.525, 1.4875, 1.44, 1.425, 1.405, 1.385, 1.38, 1.305, 1.3","4753, 17638, 15966, 1625, 869, 16940, 12349, 14267, 17651, 17650, 11141, 4112, 3949, 14642, 8519, 8081, 1025, 6697, 10500, 292"
PTB-XL,S_Amp_V1_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","153, 811, 2407, 3499, 3585, 4236, 4608, 4766, 4876, 4888, 4914, 5035, 5165, 5223, 5357, 5470, 5541, 5561, 5680, 6406"
PTB-XL,S_Amp_V2,Top 20,"1.47, 1.36, 1.2, 1.16, 0.91, 0.9, 0.85, 0.84, 0.83, 0.78, 0.765, 0.74, 0.735, 0.72, 0.71, 0.705, 0.7, 0.695, 0.68, 0.66","10003, 17342, 17571, 3777, 10950, 16206, 6800, 10300, 12714, 15669, 15718, 20788, 7897, 1820, 5488, 19219, 18559, 17939, 20365, 9545"
PTB-XL,S_Amp_V2,Bottom 20,"-3.23, -3.01, -3.0, -2.695, -2.64, -2.605, -2.58, -2.57, -2.56, -2.5, -2.47, -2.45, -2.45, -2.41, -2.37, -2.275, -2.25, -2.21, -2.18, -2.17","15681, 14959, 8957, 11288, 15576, 9628, 20404, 10514, 8970, 18439, 9662, 11208, 16928, 1367, 20832, 11218, 14815, 11896, 180, 10861"
PTB-XL,S_Amp_V2_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,S_Amp_V2_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,S_Amp_V2_iqr,Top 20,"3.03, 2.76, 2.6775, 2.5775, 2.49, 2.2575, 2.005, 1.98, 1.9725, 1.9575, 1.7625, 1.75, 1.69, 1.69, 1.6475, 1.6375, 1.62, 1.59, 1.535, 1.5325","4058, 1158, 18585, 15015, 8062, 864, 10387, 1426, 594, 14557, 12648, 17293, 6820, 12390, 14615, 6561, 8638, 6524, 12464, 7897"
PTB-XL,S_Amp_V2_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","380, 787, 4690, 4852, 5262, 5295, 5423, 5857, 6387, 6604, 6877, 6901, 6978, 7202, 7475, 8677, 9204, 9654, 9686, 9828"
PTB-XL,S_Amp_V3,Top 20,"1.15, 1.11, 1.06, 0.93, 0.9, 0.89, 0.85, 0.825, 0.75, 0.75, 0.71, 0.71, 0.68, 0.65, 0.615, 0.61, 0.57, 0.55, 0.545, 0.54","2599, 12297, 17361, 11370, 2324, 17342, 4929, 11409, 2840, 21268, 1492, 3777, 13913, 13853, 7232, 13060, 17379, 15939, 8620, 14586"
PTB-XL,S_Amp_V3,Bottom 20,"-3.645, -3.06, -2.885, -2.88, -2.75, -2.685, -2.67, -2.65, -2.595, -2.56, -2.47, -2.435, -2.38, -2.37, -2.33, -2.325, -2.3, -2.275, -2.27, -2.265","1970, 14815, 11288, 15681, 3890, 16490, 15576, 18439, 11218, 20832, 17308, 9129, 8970, 10861, 10897, 11208, 16920, 4146, 1367, 16414"
PTB-XL,S_Amp_V3_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,S_Amp_V3_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,S_Amp_V3_iqr,Top 20,"3.14, 2.99, 2.9325, 2.9325, 2.615, 2.5975, 2.48, 2.43, 2.28, 2.21, 2.14, 2.0775, 2.05, 1.98, 1.935, 1.8825, 1.845, 1.78, 1.74, 1.7325","1809, 16585, 1235, 4723, 15792, 17719, 1551, 3019, 13684, 1970, 3278, 11914, 21498, 12390, 12753, 1810, 6784, 14615, 1146, 15939"
PTB-XL,S_Amp_V3_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","4627, 4807, 5096, 5362, 5441, 5826, 5857, 7020, 7115, 7392, 8512, 8674, 9049, 9157, 9450, 9473, 9565, 9581, 9686, 10681"
PTB-XL,T_Amp_I,Top 20,"1.085, 1.03, 0.92, 0.915, 0.91, 0.89, 0.89, 0.86, 0.855, 0.84, 0.83, 0.81, 0.805, 0.78, 0.78, 0.78, 0.71, 0.705, 0.69, 0.69","15822, 15812, 5016, 20072, 4688, 4975, 17506, 9328, 6561, 15240, 15241, 6386, 20685, 3672, 3893, 11555, 2650, 11777, 8479, 16686"
PTB-XL,T_Amp_I,Bottom 20,"-5.46, -1.09, -1.06, -0.76, -0.75, -0.75, -0.74, -0.72, -0.67, -0.64, -0.635, -0.63, -0.62, -0.61, -0.6, -0.59, -0.585, -0.58, -0.58, -0.57","11813, 17571, 21167, 11837, 10452, 19935, 14959, 7511, 20874, 10897, 11269, 14369, 15265, 7967, 13820, 6240, 20877, 10395, 10719, 711"
PTB-XL,T_Amp_II,Top 20,"1.9, 1.48, 1.35, 1.305, 1.18, 1.085, 1.04, 1.025, 0.97, 0.95, 0.84, 0.84, 0.82, 0.815, 0.795, 0.75, 0.75, 0.74, 0.73, 0.73","5353, 20013, 13184, 19739, 11080, 2218, 13177, 7204, 13820, 20363, 12292, 17284, 8752, 12155, 15457, 144, 19046, 20072, 12186, 21689"
PTB-XL,T_Amp_II,Bottom 20,"-2.48, -1.29, -1.23, -1.22, -1.11, -1.1, -1.1, -1.08, -1.01, -1.0, -1.0, -0.96, -0.91, -0.875, -0.875, -0.855, -0.85, -0.845, -0.82, -0.81","21498, 4975, 5547, 5615, 16686, 5445, 13765, 15272, 21167, 8960, 21169, 21171, 17085, 21168, 21453, 21170, 19716, 5016, 5488, 10897"
PTB-XL,T_Amp_III,Top 20,"5.63, 1.62, 1.58, 1.56, 1.525, 1.49, 1.49, 1.44, 1.43, 1.35, 1.34, 1.28, 1.22, 1.19, 1.165, 1.15, 1.145, 1.14, 1.135, 1.12","11813, 20013, 15867, 13820, 17571, 5353, 13184, 19739, 13177, 11080, 7511, 11837, 7204, 15822, 15812, 12155, 20363, 19862, 17719, 4975"
PTB-XL,T_Amp_III,Bottom 20,"-2.08, -1.93, -1.815, -1.81, -1.785, -1.67, -1.66, -1.53, -1.45, -1.42, -1.395, -1.34, -1.31, -1.2, -1.16, -1.11, -1.04, -1.04, -0.98, -0.96","21498, 9328, 5016, 16686, 5547, 15272, 5445, 19716, 3893, 14373, 15336, 21419, 21517, 5615, 5488, 21160, 8960, 20777, 15582, 21193"
PTB-XL,T_Amp_III_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,T_Amp_III_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,T_Amp_III_iqr,Top 20,"2.175, 2.05, 1.8125, 1.795, 1.635, 1.46, 1.44, 1.35, 1.33, 1.325, 1.31, 1.31, 1.2825, 1.265, 1.26, 1.2475, 1.2425, 1.21, 1.165, 1.1475","21498, 21522, 9328, 19716, 9129, 8872, 18465, 12581, 17093, 11700, 15911, 21579, 5445, 11879, 8713, 11828, 15336, 18007, 18599, 16719"
PTB-XL,T_Amp_III_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","2559, 3357, 5477, 5578, 5707, 6863, 7388, 8741, 9201, 9282, 9524, 11645, 11826, 12866, 13304, 13729, 13817, 14986, 15228, 15506"
PTB-XL,T_Amp_II_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,T_Amp_II_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,T_Amp_II_iqr,Top 20,"2.69, 2.58, 1.71, 1.4, 1.36, 1.2975, 1.265, 1.26, 1.25, 1.24, 1.2275, 1.17, 1.155, 1.105, 1.09, 1.09, 1.08, 1.0675, 1.045, 1.02","21498, 8989, 16719, 20817, 21522, 8713, 6918, 8872, 17093, 3660, 1282, 18007, 19739, 18599, 8970, 12581, 19716, 11700, 11989, 18465"
PTB-XL,T_Amp_II_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","1497, 4856, 5301, 5310, 5642, 5907, 9656, 11243, 12007, 12230, 12503, 12570, 13276, 13444, 13461, 13489, 13562, 13804, 14031, 14429"
PTB-XL,T_Amp_I_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,T_Amp_I_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,T_Amp_I_iqr,Top 20,"3.83, 1.375, 1.28, 1.1975, 1.13, 1.09, 1.05, 0.94, 0.91, 0.89, 0.8675, 0.8525, 0.84, 0.825, 0.825, 0.8175, 0.785, 0.76, 0.76, 0.735","10565, 16431, 20817, 11828, 20392, 1189, 1157, 10289, 15240, 7083, 12091, 21602, 8989, 12145, 15457, 852, 9602, 2650, 4320, 15797"
PTB-XL,T_Amp_I_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","329, 1089, 3036, 3569, 4799, 5188, 5537, 6620, 7331, 8242, 8949, 9805, 10299, 11258, 11822, 12684, 12751, 12911, 14429, 16659"
PTB-XL,T_Amp_V1,Top 20,"5.53, 2.15, 2.13, 2.05, 1.785, 1.685, 1.65, 1.56, 1.42, 1.41, 1.39, 1.37, 1.32, 1.3, 1.3, 1.26, 1.255, 1.23, 1.23, 1.215","4753, 20399, 1986, 20404, 20364, 8620, 8581, 17041, 11334, 18659, 19816, 14959, 9628, 516, 8957, 10381, 5432, 2365, 5168, 14887"
PTB-XL,T_Amp_V1,Bottom 20,"-1.37, -1.185, -1.135, -1.11, -1.06, -1.06, -1.04, -1.02, -1.01, -1.0, -0.99, -0.99, -0.965, -0.96, -0.81, -0.78, -0.755, -0.72, -0.7, -0.68","16686, 14806, 5547, 7073, 5016, 12714, 7118, 9328, 7098, 19716, 8970, 19976, 21193, 20777, 5445, 20947, 21453, 15582, 14083, 2599"
PTB-XL,T_Amp_V1_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,T_Amp_V1_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,T_Amp_V1_iqr,Top 20,"5.545, 4.595, 3.515, 2.78, 2.6775, 2.205, 1.95, 1.91, 1.695, 1.61, 1.5775, 1.575, 1.54, 1.51, 1.49, 1.48, 1.46, 1.4525, 1.43, 1.43","4753, 6076, 17638, 869, 15966, 14267, 17650, 17651, 8519, 292, 12349, 3949, 1625, 8746, 2528, 16940, 16816, 11141, 6697, 10517"
PTB-XL,T_Amp_V1_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","194, 1279, 2383, 3359, 3670, 4509, 4876, 5392, 5400, 5558, 5761, 5857, 6538, 6742, 6863, 7533, 9336, 9379, 9393, 10492"
PTB-XL,T_Amp_V2,Top 20,"3.425, 3.22, 2.78, 2.76, 2.515, 2.405, 2.345, 2.28, 2.27, 2.24, 2.155, 2.13, 2.11, 2.07, 2.06, 2.045, 2.04, 2.04, 1.99, 1.99","20404, 20399, 20364, 14959, 1367, 8957, 14887, 11334, 20781, 12942, 11914, 12464, 15194, 11911, 17041, 15157, 10381, 19967, 2818, 19816"
PTB-XL,T_Amp_V2,Bottom 20,"-3.27, -2.515, -2.15, -1.9, -1.79, -1.69, -1.69, -1.27, -1.19, -1.185, -1.11, -1.07, -1.03, -1.0, -1.0, -0.94, -0.93, -0.9, -0.89, -0.89","21498, 14806, 15582, 21193, 20777, 5547, 16686, 5016, 2599, 5445, 6817, 19716, 18457, 2417, 6751, 21517, 15576, 21676, 12714, 18671"
PTB-XL,T_Amp_V2_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,T_Amp_V2_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,T_Amp_V2_iqr,Top 20,"3.94, 3.04, 2.86, 2.845, 2.77, 2.6725, 2.3825, 2.1325, 2.1225, 2.07, 2.055, 2.025, 2.02, 1.995, 1.99, 1.97, 1.9525, 1.9, 1.8725, 1.83","8989, 21498, 4058, 6076, 1158, 15015, 17531, 14615, 18585, 12390, 15272, 14806, 12648, 864, 14557, 17065, 594, 17293, 6524, 8638"
PTB-XL,T_Amp_V2_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","1519, 4470, 5815, 8964, 9082, 9872, 11232, 11272, 11466, 11773, 13300, 14619, 15163, 15268, 15340, 16981, 17117, 17199, 17424, 19186"
PTB-XL,T_Amp_V3,Top 20,"3.17, 2.92, 2.725, 2.4, 2.27, 2.235, 2.2, 2.17, 2.16, 2.155, 2.155, 2.15, 2.13, 2.12, 2.11, 2.05, 2.02, 2.02, 2.0, 2.0","20404, 20399, 20364, 20781, 2818, 15157, 12942, 19816, 20768, 8752, 12464, 20675, 6033, 21152, 17308, 1367, 12525, 14897, 6382, 6540"
PTB-XL,T_Amp_V3,Bottom 20,"-5.1, -2.43, -2.26, -2.06, -2.04, -2.03, -1.84, -1.755, -1.66, -1.51, -1.47, -1.43, -1.41, -1.41, -1.39, -1.26, -1.21, -1.16, -1.13, -1.07","21498, 14806, 5547, 21193, 15582, 20777, 1809, 18118, 6817, 16926, 11547, 13193, 5016, 18358, 1056, 12421, 21171, 21056, 19075, 3777"
PTB-XL,T_Amp_V3_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,T_Amp_V3_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,T_Amp_V3_iqr,Top 20,"5.49, 5.295, 4.3525, 2.82, 2.7975, 2.77, 2.595, 2.5675, 2.515, 2.38, 2.3525, 2.2075, 2.205, 2.1475, 2.12, 2.075, 2.05, 1.9975, 1.9825, 1.9675","8989, 21498, 1970, 16585, 4723, 3278, 1235, 15939, 17065, 3019, 1551, 15792, 14615, 1809, 12390, 12648, 13684, 11914, 12525, 6784"
PTB-XL,T_Amp_V3_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","904, 6402, 7199, 7385, 7434, 7898, 9339, 10480, 11683, 11691, 12370, 12713, 12807, 13554, 14137, 14619, 15818, 16447, 16784, 19041"
PTB-XL,T_Amp_V4,Top 20,"2.98, 2.065, 1.995, 1.995, 1.92, 1.9, 1.795, 1.795, 1.79, 1.79, 1.79, 1.785, 1.76, 1.715, 1.685, 1.67, 1.66, 1.645, 1.6, 1.595","21498, 19068, 6033, 6540, 20675, 17481, 15804, 21152, 7630, 15460, 17719, 7445, 2754, 15157, 20781, 14815, 17308, 10012, 14897, 15135"
PTB-XL,T_Amp_V4,Bottom 20,"-9.955, -2.485, -2.48, -2.055, -1.84, -1.67, -1.64, -1.635, -1.58, -1.55, -1.5, -1.48, -1.475, -1.44, -1.42, -1.36, -1.32, -1.29, -1.24, -1.23","6816, 16926, 18118, 14806, 21193, 20777, 16851, 11097, 18358, 11612, 13193, 11547, 4080, 6817, 15582, 5865, 8772, 19075, 12418, 11106"
PTB-XL,T_Amp_V4_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,T_Amp_V4_count,Bottom 20,"0, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","12722, 477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300"
PTB-XL,T_Amp_V4_iqr,Top 20,"5.905, 5.09, 3.4575, 3.45, 3.21, 2.955, 2.94, 2.2825, 2.225, 2.0475, 2.035, 2.02, 2.0125, 1.975, 1.97, 1.94, 1.88, 1.87, 1.8225, 1.81","10507, 8989, 8092, 2754, 4054, 13974, 1920, 17065, 3293, 1426, 10703, 3395, 17674, 17698, 13684, 8782, 1396, 15797, 5874, 14615"
PTB-XL,T_Amp_V4_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","48, 320, 2881, 4387, 7357, 7473, 8477, 8811, 10039, 11259, 11331, 11676, 11811, 12908, 14644, 15467, 15611, 16663, 18051, 18104"
PTB-XL,T_Amp_V5,Top 20,"6.565, 1.515, 1.45, 1.36, 1.35, 1.34, 1.305, 1.25, 1.235, 1.23, 1.21, 1.17, 1.16, 1.09, 1.08, 1.075, 1.05, 1.03, 1.02, 1.02","11036, 17875, 8714, 10012, 15867, 5801, 6540, 16076, 17481, 19068, 19739, 12714, 20013, 14926, 7632, 16920, 13177, 12663, 2650, 13934"
PTB-XL,T_Amp_V5,Bottom 20,"-1.72, -1.61, -1.5, -1.485, -1.455, -1.44, -1.33, -1.3, -1.27, -1.21, -1.2, -1.19, -1.15, -1.13, -1.11, -1.105, -1.05, -1.05, -1.04, -1.025","5016, 18118, 5865, 6045, 16926, 16851, 21155, 21387, 10897, 11106, 10861, 11097, 11837, 15265, 21169, 2131, 8772, 20777, 6817, 21193"
PTB-XL,T_Amp_V5_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,T_Amp_V5_count,Bottom 20,"0, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","12722, 477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300"
PTB-XL,T_Amp_V5_iqr,Top 20,"13.1275, 6.22, 4.0975, 4.08, 3.7375, 3.18, 3.065, 2.75, 2.65, 2.645, 2.5525, 2.17, 2.13, 2.04, 1.995, 1.925, 1.855, 1.83, 1.815, 1.73","12251, 17652, 6045, 8081, 1405, 11036, 8989, 6610, 2754, 16954, 16359, 331, 4361, 17674, 15832, 3293, 9864, 14349, 4477, 10019"
